,Win,Loss,Games,Win Pct,Off Rank,Off Plays,Off Yards,Off Yards/Play,Off TDs,Off Yards per Game,Def Rank,Def Plays,Yards Allowed,Yards/Play Allowed,Off TDs Allowed,Total TDs Allowed,Yards Per Game Allowed,First Down Rank,First Down Runs,First Down Passes,First Down Penalties,First Downs,First Down Def Rank,Opp First Down Runs,Opp First Down Passes,Opp First Down Penalties,Opp First Downs,4th Down Rank,4th Attempts,4th Conversions,4th Percent,4rd Down Def Rank,Opp 4th Conversion,Opp 4th Attempt,Opponent 4th Percent,Kickoff Return Def Rank,Opp Kickoff Returns,Kickoff Touchbacks,Opponent Kickoff Return Yards,Opp Kickoff Return Touchdowns Allowed,Avg Yards per Kickoff Return Allowed,Kickoff Return Rank,Kickoffs Returned,Kickoff Return Yards,Kickoff Return Touchdowns,Avg Yard per Kickoff Return,Passing Off Rank,Pass Attempts,Pass Completions,Interceptions Thrown.x,Pass Yards,Pass Yards/Attempt,Yards/Completion,Pass Touchdowns,Pass Yards Per Game,Pass Def Rank,Opp Completions Allowed,Opp Pass Attempts,Opp Pass Yds Allowed,Opp Pass TDs Allowed,Yards/Attempt Allowed,Yards/Completion Allowed,Pass Yards Per Game Allowed,Penalty Rank,Penalties,Penalty Yards,Penalty Yards Per Game,Punt Return Rank,Punt Returns,Net Punt Return Yards,Punt Return Touchdowns,Avg Yards Per Punt Return,Punt Return Def Rank,Opp Punt Returns,Opp Net Punt Return Yards,Opp Punt Return Touchdowns Allowed,Avg Yards Allowed per Punt Return,Redzone Def Rank,Opp Redzone Attempts,Opp Redzone Rush TD Allowed,Opp Redzone Pass Touchdowns Allowed,Opp Redzone Field Goals Made,Opp Redzone Scores,Redzone Points Allowed,Redzone Off Rank,Redzone Attempts,Redzone Rush TD,Redzone Pass TD,Redzone Field Goals Made,Redzone Scores,Redzone Points,Rushing Def Rank,Opp Rush Attempts,Opp Rush Yards Alloweed,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Rushing Off Rank,Rush Attempts,Rush Yds,Yards/Rush,Rushing TD,Rushing Yards per Game,Sack Rank,Sacks,Sack Yards,Average Sacks per Game,Scoring Def Rank,Touchdowns Allowed,Opponent Extra Points,2 Point Conversions Allowed,Opp Deflected Extra Points,Opp Feild Goals Made,Opp Safety,Points Allowed,Avg Points per Game Allowed,Scoring Off Rank,Touchdowns,PAT,2 Point Conversions,Defensive Points,Feild Goals,Safety,Total Points,Points Per Game,Tackle for Loss Rank,Solo Tackle For Loss,Assist Tackle For Loss,Tackle for Loss Yards,Total Tackle For Loss,Tackle For Loss Per Game,3rd Down Rank,3rd Attempts,3rd Conversions,3rd Percent,Time of Possession Rank,Turnover Rank,Fumbles Recovered,Opponents Intercepted,Turnovers Gain,Fumbles Lost,Interceptions Thrown.y,Turnovers Lost,Turnover Margin,Avg Turnover Margin per Game
Kickoff Return Rank,-0.152266376,0.129154037,-0.202873824,-0.137434559,0.114012665,-0.123686475,-0.125486447,-0.089647868,-0.151338865,-0.071403215,0.01419524,-0.274329438,-0.088435538,0.087752914,0.08312407,0.103484857,0.007146812,0.117046527,0.081236253,-0.205450725,-0.067794357,-0.1176826,-0.152093887,0.051634247,-0.274008654,-0.15458272,-0.171345684,0.103130511,-0.026337458,0.034538197,-0.085109839,0.154577645,0.029863397,-0.079042759,0.158785238,0.16671976,-0.053575121,-0.069591631,0.002154506,0.083066431,0.15785112,1,-0.281296673,-0.549191374,-0.534442852,-0.96234498,0.143617694,-0.155743903,-0.158821019,0.04679461,-0.18215159,-0.01307426,0.058664729,-0.172178538,-0.148725339,-0.109089855,-0.257653582,-0.261411633,-0.241159283,-0.007386721,0.021270566,0.02278647,-0.146896285,-0.201976124,-0.200545052,-0.22672679,-0.183860158,0.088849325,-0.254739746,-0.150563439,0.089947019,-0.036071718,0.036190772,0.041004659,0.073384744,0.129534239,0.013450936,0.044763593,-0.030018337,0.076400474,0.025262432,-0.180973079,-0.007083691,0.062308711,0.052155874,-0.089095129,0.001992695,-0.134506321,-0.040784234,-0.08976435,-0.051048701,0.115844302,-0.108862041,0.080349879,0.162272682,0.118602798,0.126145889,-0.056201686,0.048398872,0.047720029,0.033309646,-0.055888749,0.093798484,0.236084421,-0.235619587,-0.19286695,-0.222849671,0.103702219,0.103484857,0.090485493,-0.049687704,0.06946561,-0.091272504,0.121103475,0.088660071,0.124081984,0.172649686,-0.169153456,-0.176509719,-0.105425849,-0.05560556,-0.023599964,-0.068044321,-0.173192056,-0.148727617,0.18464812,-0.217404482,-0.010267355,-0.17548483,-0.187630991,-0.151501348,0.140399541,-0.140830061,-0.167455637,-0.118293056,-0.03859517,0.095985067,-0.048733493,-0.15775047,-0.148672804,-0.018724287,0.04679461,0.025179814,-0.109114224,-0.104982158
Kickoffs Returned,-0.281678645,0.313829911,-0.127582778,-0.302563549,0.014808482,-0.068592447,-0.10297798,-0.1154857,-0.112648198,-0.08047963,0.508706882,0.267463121,0.590854952,0.462139232,0.579500703,0.57355858,0.555088765,0.095609126,-0.306587698,0.102940288,-0.007251299,-0.140351158,0.499564412,0.551104933,0.180104347,0.090707194,0.543654651,0.168043249,-0.056309846,0.084888767,-0.186121217,0.07580174,0.071600082,0.044194401,0.083974677,-0.011709173,0.084650853,-0.208147266,0.077824553,0.031991663,0.003762111,-0.281296673,1,0.944592183,0.245920125,0.27554303,-0.097707488,0.235114076,0.179038691,0.338107899,0.108415356,-0.19833441,-0.236162159,0.050842667,0.144174171,0.275252621,0.006746272,-0.097096446,0.215974265,0.301244009,0.37005063,0.336220966,0.25339737,0.223481794,0.151419203,0.161198088,0.213754468,0.065524936,-0.093613287,-0.152384839,-0.05009526,-0.07019832,0.062130555,0.030933373,0.04815489,0.0346991,0.078701999,0.337669145,0.508146966,0.555375456,0.145103651,0.135064849,0.551248592,0.333960359,0.20055997,-0.09594541,-0.250570551,0.046387706,-0.015609822,-0.141888585,-0.204842133,0.536690777,0.462126776,0.600798293,0.508166254,0.582517505,0.574470373,0.229614715,-0.294587614,-0.274821819,-0.183256599,-0.229663326,-0.268885289,0.202704235,-0.214373929,-0.2557775,-0.211901351,0.510167456,0.57355858,0.566687475,0.058454156,0.019751699,0.107149226,0.030898577,0.593939112,0.556350456,0.074409835,-0.112188363,-0.099979442,-0.055042938,-0.043938506,-0.084212286,0.126846717,-0.120870175,-0.111199545,0.059245836,-0.039800109,-0.191562846,-0.210091252,-0.101484392,-0.079549444,0.11474402,0.063831468,-0.071199075,-0.132554463,0.340199897,0.282736412,-0.091743191,-0.140977461,-0.162153681,0.031021886,0.338107899,0.289441014,-0.278172194,-0.270466517
Kickoff Return Yards,-0.169374585,0.205377464,-0.021588294,-0.191493457,-0.031025893,-0.004241967,-0.036226888,-0.061778488,-0.031118921,-0.039808469,0.411917647,0.30836595,0.52424751,0.361647258,0.468914841,0.457130619,0.454182676,0.025024607,-0.264497846,0.147085784,0.017484841,-0.070303817,0.461844667,0.451535873,0.221566632,0.12562551,0.504443936,0.092747416,-0.018203907,0.074978085,-0.111604662,0.012066657,0.07413491,0.092422147,0.020587225,-0.05587368,0.120198098,-0.159526703,0.09727041,0.006307205,-0.042522016,-0.549191374,0.944592183,1,0.426598905,0.549315412,-0.122761348,0.235054723,0.193156813,0.261760728,0.147710217,-0.135181435,-0.18995718,0.095404713,0.162033958,0.246296891,0.06565821,-0.010515535,0.246386953,0.262529993,0.303651989,0.291966218,0.238928046,0.238934003,0.181786748,0.200651006,0.224640146,0.028768658,0.002721576,-0.084901594,-0.072874486,-0.057607063,0.05927668,0.003741768,0.018922043,-0.012573958,0.082233076,0.280640398,0.433335667,0.443865818,0.118355729,0.170778773,0.46849069,0.281897035,0.147046514,-0.029255633,-0.180124833,0.076469906,0.009567342,-0.069935626,-0.148594748,0.420579174,0.430209778,0.488421375,0.382875786,0.458353466,0.445021729,0.199133786,-0.238694005,-0.230080576,-0.161029978,-0.148921651,-0.242014291,0.088454189,-0.092895864,-0.139326137,-0.097963107,0.395210715,0.457130619,0.454271603,0.078031413,-0.005014741,0.120213984,-0.015471189,0.479324321,0.428890026,-0.015714627,-0.021006514,-0.012680466,-0.005179489,-0.004320326,-0.056956876,0.127497006,-0.026870026,-0.027516679,-0.006928817,0.040221406,-0.159512915,-0.111020048,-0.022415887,-0.020799908,0.028812644,0.110704601,0.015261186,-0.05461383,0.274124558,0.212620882,-0.061674893,-0.081484351,-0.098979844,0.041304691,0.261760728,0.235258398,-0.205389402,-0.198573801
Kickoff Return Touchdowns,0.158089351,-0.16324889,0.114215001,0.163472132,-0.086771284,0.097360845,0.0923386,0.07996375,0.095874427,0.077094441,-0.038754513,0.05098911,0.011071648,-0.020886353,-0.03525118,-0.044590332,-0.037507281,-0.108604264,-0.019803444,0.108866119,0.062369014,0.082795465,-0.039548728,-0.085400225,0.043905516,0.036632,-0.026752348,-0.139056327,0.040891899,-0.051485869,0.147244923,-0.12777449,0.013307193,0.110458194,-0.099587797,-0.160293181,0.119252061,0.050164986,0.070240332,0.058868639,-0.125107634,-0.534442852,0.245920125,0.426598905,1,0.564710961,-0.108885425,0.040772978,0.074762039,0.020324285,0.107818059,0.103781581,0.019399066,0.074086675,0.094178976,0.009361848,0.026001462,0.086113174,0.076079883,0.030092148,-0.012304475,0.085078765,0.026741449,0.018870628,0.013008078,0.051011559,0.01836738,-0.16432012,0.046072577,0.11350146,0.167433417,0.131998326,0.008394691,-0.097711573,-0.080606514,-0.046649235,0.02242113,0.160263401,-0.069558287,-0.03971146,-0.03216543,0.093966228,-0.0048821,0.166812213,-0.089916333,0.091191176,0.04898393,0.009370556,0.152092019,0.093587883,0.093659665,-0.066476416,-0.01772015,-0.047474458,-0.047690025,-0.068970367,-0.073592283,-0.011808974,0.043710187,-0.003195399,-0.03075299,0.072166833,-0.021627113,-0.198408724,0.200585153,0.154466528,0.199232035,-0.035800469,-0.044590332,-0.042149863,0.139326965,-0.119355848,0.043710496,0.033916214,-0.034107272,-0.058701937,-0.191638794,0.153588242,0.153960498,0.022047639,0.075817237,0.163586912,0.120929742,0.176978679,0.187012813,-0.13134432,0.13081948,-0.006757759,0.116654594,0.108325336,0.089456127,-0.124892304,0.097022995,0.134568637,0.10146349,-0.088695322,0.037362063,-0.041717059,0.060765021,0.020505602,0.049941387,0.020324285,0.048476696,-0.016512336,-0.016058394
Avg Yard per Kickoff Return,0.174070207,-0.149535853,0.225682292,0.159996934,-0.083316258,0.122141806,0.112743632,0.074376534,0.138761212,0.048005851,-0.063593474,0.26001212,0.044408272,-0.124839664,-0.120468419,-0.138266773,-0.053644116,-0.1088254,-0.089770247,0.191152807,0.103443175,0.104472424,0.111748079,-0.091842627,0.242471201,0.187908062,0.130229022,-0.098946823,0.004382217,-0.055864561,0.082325711,-0.16709037,-0.01874718,0.097823013,-0.167714398,-0.168901257,0.045091331,0.093886417,-0.009679864,-0.077372034,-0.158523095,-0.96234498,0.27554303,0.549315412,0.564710961,1,-0.125973485,0.136986851,0.137903593,-0.060080056,0.168412276,0.010142014,-0.055918541,0.144849777,0.12917269,0.076497026,0.228438423,0.262764967,0.211915784,-0.005974158,-0.053817215,-0.020495633,0.108740647,0.203514465,0.210048973,0.236112661,0.188932405,-0.129187068,0.290802297,0.196253502,-0.106837946,0.065788736,-0.02932218,-0.039321018,-0.071549801,-0.141903386,-0.006928119,-0.036016913,-0.035740656,-0.12819516,-0.026883812,0.156394886,-0.044114922,-0.041306725,-0.046083605,0.116823622,0.020014838,0.118734366,0.093207876,0.114620344,0.05252856,-0.150749697,0.088012565,-0.114395908,-0.192492053,-0.160333419,-0.160905061,0.05302712,-0.030985361,-0.048666604,-0.046126842,0.064921973,-0.098099515,-0.284380465,0.286393151,0.252811636,0.2734615,-0.144402831,-0.138266773,-0.11171016,0.03183503,-0.068215636,0.084520523,-0.102527129,-0.122928043,-0.160100422,-0.163195527,0.160593963,0.16656043,0.087924035,0.028198321,0.061827112,0.032122225,0.169566368,0.140455885,-0.210949972,0.246400706,0.014744846,0.227983178,0.21375624,0.17455994,-0.153563905,0.167552119,0.185687124,0.122528212,-0.007302614,-0.115978821,0.049626375,0.171043743,0.159247923,0.007048988,-0.060080056,-0.043312196,0.126803672,0.124669472
Passing Off Rank,-0.33116785,0.338045419,-0.252257959,-0.335356715,0.649101048,-0.48853067,-0.612520738,-0.576657232,-0.476884794,-0.667648118,-0.031225213,-0.402993397,-0.134457902,0.122982899,0.038948286,0.036618875,-0.013669788,0.599738108,0.245128296,-0.898798903,-0.382665634,-0.606589694,-0.232649748,-0.020537841,-0.252346516,-0.280566149,-0.242950132,0.108427218,0.069227071,0.147686775,-0.079763761,-0.001729073,-0.137958681,-0.161996508,0.009814203,-0.039790705,-0.177176238,-0.297728313,-0.182440935,-0.171324118,-0.085790108,0.143617694,-0.097707488,-0.122761348,-0.108885425,-0.125973485,1,-0.809216837,-0.862933442,-0.12206841,-0.932380166,-0.422758469,-0.00550895,-0.75471164,-0.95807914,-0.125776847,-0.299951539,-0.384453279,-0.237751842,-0.022581291,0.161428083,0.100036348,-0.121982135,-0.293632016,-0.308537757,-0.346236553,-0.292085679,-0.02383673,-0.082524756,-0.059236343,-0.08262598,-0.016569441,-0.123927778,0.330811669,0.140442923,-0.006261902,-0.123250386,-0.036200159,0.082990651,0.049866464,0.15497057,-0.116818623,0.057928206,-0.040006603,0.180309433,-0.518966041,0.01872048,-0.659330594,-0.35198714,-0.490789358,-0.210852055,0.06530881,-0.159478419,0.017058432,0.104387494,0.068815548,0.077325014,-0.325520156,0.38519669,0.285606713,0.095079952,0.046785746,0.357632085,0.231781201,-0.250962569,-0.242512989,-0.23413834,0.034282621,0.036618875,0.065398084,-0.345317949,0.097747863,-0.128240083,-0.244428529,0.008820192,0.070410093,0.499456638,-0.463836454,-0.458903312,-0.142405795,-0.09179551,-0.301746628,0.072686745,-0.501294039,-0.527079934,0.196963888,-0.254218503,-0.079983506,-0.227855449,-0.243462746,-0.195473316,0.394060036,-0.066124314,-0.336097136,-0.388615428,-0.138820724,0.109277948,0.065827891,-0.302990479,-0.188660118,0.178141981,-0.12206841,0.017897137,-0.129922658,-0.136469145
Pass Attempts,0.133337098,-0.109556947,0.189363382,0.114575852,-0.350411901,0.433703165,0.365245452,0.232537162,0.211450059,0.373070849,0.139344939,0.422013004,0.243418554,-0.01229158,0.080744642,0.086228649,0.13136099,-0.388974123,-0.495697328,0.887902734,0.361445725,0.412171497,0.307076322,0.139226992,0.252631316,0.288617272,0.333145927,0.040304233,-0.127849149,-0.09496403,-0.07365418,0.006071788,0.007389752,0.017823688,-0.010042962,0.050868466,0.007638377,0.27127423,0.019478903,0.067440728,0.082378923,-0.155743903,0.235114076,0.235054723,0.040772978,0.136986851,-0.809216837,1,0.963233183,0.347584851,0.849713259,-0.048574938,-0.432414897,0.592109761,0.872529925,0.179097261,0.281342741,0.341726278,0.261855496,0.086330064,-0.067366842,-0.024706873,0.167096585,0.317106082,0.336239355,0.350907448,0.315888991,-0.066294404,0.096551418,0.072286889,0.047151831,0.08107968,0.219157237,-0.135309211,0.035633851,0.069208831,0.229422817,0.03336127,0.039110542,0.031225654,-0.064650742,0.127028696,0.049445405,0.036613938,0.011287325,0.338680456,-0.270410133,0.615827649,0.30924915,0.287371843,0.017310306,0.051040248,0.22857274,0.106557001,0.013055207,0.05044188,0.051338785,0.530367037,-0.623517907,-0.527925746,-0.2726396,-0.291248159,-0.60478997,-0.136771258,0.161481663,0.159856381,0.146654252,0.077225305,0.086228649,0.070881411,0.267173123,-0.075409868,0.156029036,0.189202256,0.118078114,0.059623195,-0.200368076,0.197193077,0.208640313,0.07063577,0.099827995,0.299977343,-0.046956155,0.241273287,0.228133289,-0.170317463,0.219099013,0.047769684,0.166631854,0.202338395,0.168832172,-0.12929527,0.204385542,0.192365811,0.107203215,0.25787595,0.034933252,-0.093055085,0.247778035,0.130443614,-0.196941835,0.347584851,0.149630585,-0.008594453,-0.006683163
Pass Completions,0.256789007,-0.235690887,0.283008482,0.239518337,-0.462778543,0.488557017,0.492915478,0.384433231,0.350221413,0.494149371,0.069665346,0.409427826,0.197939218,-0.055230256,0.019026334,0.021685208,0.057447488,-0.505827412,-0.386204204,0.942295196,0.329806279,0.532309228,0.285524361,0.091041752,0.260165207,0.293153401,0.303255815,-0.0680025,-0.097907848,-0.130216286,0.037264986,-0.012454964,0.043323653,0.075176111,-0.028467666,0.031208819,0.060014218,0.341652437,0.069690592,0.090204783,0.079180141,-0.158821019,0.179038691,0.193156813,0.074762039,0.137903593,-0.862933442,0.963233183,1,0.256513141,0.915006342,0.128537193,-0.343809139,0.691222889,0.921310492,0.150424115,0.300522141,0.384364156,0.265981477,0.043674708,-0.107185389,-0.046299593,0.133896194,0.309063503,0.326886421,0.368155119,0.304276563,-0.068060987,0.091295904,0.08086168,0.070194993,0.085569178,0.202991461,-0.245484087,-0.051161452,0.06491787,0.209025697,0.022307468,-0.0370237,-0.017873381,-0.101021679,0.091835172,-0.019766685,0.019393814,-0.081980207,0.44907,-0.152917699,0.685890059,0.330306252,0.41081075,0.113623094,-0.026641046,0.168323483,0.043393696,-0.039031776,-0.004275025,-0.025629643,0.461157355,-0.539163117,-0.430343874,-0.191086531,-0.178258738,-0.51954664,-0.175253363,0.21577724,0.222535366,0.187635166,-0.001371602,0.021685208,-0.00221093,0.33643309,-0.10323285,0.129144349,0.175826148,0.049351822,-0.021877594,-0.336803553,0.337277402,0.343838791,0.091432412,0.128624767,0.313477029,-0.050737907,0.380157604,0.367362425,-0.16301029,0.23381925,0.058794909,0.212355117,0.218698825,0.156599709,-0.26172062,0.13829424,0.265669729,0.249009071,0.168507088,-0.033601525,-0.083541799,0.306574546,0.180599246,-0.187459054,0.256513141,0.083199027,0.063415336,0.065436031
Interceptions Thrown.x,-0.370948485,0.406762789,-0.189598919,-0.392747534,0.234430395,-0.147441051,-0.259455122,-0.290833846,-0.345285545,-0.254674491,0.30750085,0.042684729,0.299511249,0.300950473,0.446846917,0.486265534,0.327877199,0.264308146,-0.511380535,0.122031795,0.006462118,-0.27226422,0.205999201,0.29805693,0.009591494,0.066409202,0.243624404,0.304987707,-0.13208394,0.055818939,-0.34104133,0.045576044,-0.129043013,-0.174006622,0.046510086,0.224867462,-0.12445596,-0.170302698,-0.050870035,0.049991025,0.221221989,0.04679461,0.338107899,0.261760728,0.020324285,-0.060080056,-0.12206841,0.347584851,0.256513141,1,0.120562071,-0.311937577,-0.31268318,-0.06603103,0.16660979,0.1438614,-0.088362294,-0.176180672,0.081160607,0.346310731,0.286510376,0.256765266,0.146697176,0.067849849,0.040215294,0.037354918,0.095432584,0.09526807,-0.141569234,-0.187290777,-0.012527853,-0.089264086,0.09323061,0.093100044,0.12837076,0.15413742,0.112793494,0.183235464,0.436966222,0.367460313,0.332808497,0.012904948,0.438061383,0.18756819,0.400340081,-0.293805766,-0.454083847,-0.054331528,-0.107775746,-0.36477799,-0.382706269,0.325307423,0.236273546,0.327641918,0.299693628,0.370194666,0.341727441,0.470496321,-0.47545232,-0.506640137,-0.419950653,-0.470854237,-0.502598882,0.131894079,-0.15520123,-0.188151717,-0.135293128,0.454704164,0.486265534,0.508033097,-0.070906137,0.112235105,-0.003707176,0.034411337,0.490190554,0.475082218,0.372989483,-0.351747933,-0.347397426,-0.052374783,0.0215479,-0.123928807,0.092695545,-0.362254081,-0.382409631,0.132188592,-0.165795772,-0.066927804,-0.195017264,-0.164006656,-0.138629334,0.316165557,0.01507889,-0.252146809,-0.337373766,0.217509663,0.656928417,-0.152232877,-0.247438419,-0.279263105,-0.051137547,1,0.763694227,-0.640202489,-0.639891412
Pass Yards,0.455915863,-0.434924208,0.448011398,0.43923662,-0.661654338,0.586073394,0.712406295,0.641714095,0.580299202,0.702441119,-0.036280206,0.49613233,0.147915197,-0.166654269,-0.066303611,-0.06789397,-0.051002007,-0.667805566,-0.186330758,0.967534876,0.374622291,0.704600972,0.274122784,0.025131305,0.284171001,0.362914271,0.28685551,-0.162364452,-0.092301538,-0.193388476,0.126890337,-0.032296947,0.148640283,0.216874051,-0.046162971,-0.00417519,0.155110758,0.427766769,0.148393487,0.106193651,0.040469343,-0.18215159,0.108415356,0.147710217,0.107818059,0.168412276,-0.932380166,0.849713259,0.915006342,0.120562071,1,0.452792056,0.005027971,0.84765967,0.973885844,0.069541845,0.333879542,0.475886024,0.259654163,-0.004253179,-0.22081554,-0.114479128,0.06185297,0.333391199,0.385342362,0.438028112,0.325078383,-0.055538024,0.174917002,0.160196898,0.1461536,0.082258277,0.1740758,-0.337149998,-0.129322714,0.001214049,0.177311043,-0.010226715,-0.099594003,-0.081076692,-0.1444005,0.100660414,-0.084186026,-0.002662257,-0.223001128,0.615524955,0.045892894,0.764551085,0.359139411,0.59464908,0.252991747,-0.111405356,0.193728468,-0.017222097,-0.127597447,-0.087576097,-0.120062792,0.277725757,-0.341052188,-0.229393988,-0.030872874,0.017361992,-0.33527733,-0.261664216,0.309840782,0.311328161,0.26015913,-0.11296971,-0.06789397,-0.09994914,0.373449981,-0.097571724,0.12110265,0.183735387,-0.041913418,-0.142705718,-0.554409266,0.570041338,0.567949454,0.134120206,0.166203032,0.336254003,-0.035212631,0.611257563,0.597908714,-0.224165681,0.32058853,0.141735192,0.312210678,0.32148991,0.221758225,-0.436675048,0.08451099,0.376825933,0.428920495,0.098493395,-0.140653488,-0.045119202,0.384090283,0.262452193,-0.155080629,0.120562071,-0.004189903,0.168159527,0.17176089
Pass Yards/Attempt,0.63103572,-0.640722396,0.49197868,0.639351878,-0.67171221,0.394330702,0.713965047,0.793902117,0.70753489,0.697936512,-0.298680612,0.175453634,-0.14114449,-0.274823469,-0.253311646,-0.261009266,-0.313490979,-0.622412412,0.488702252,0.332453328,0.039310556,0.633350648,-0.027723755,-0.19913891,0.10625248,0.128591271,-0.04913838,-0.408850067,0.123946928,-0.139058293,0.406578373,-0.054904707,0.255562236,0.358582121,-0.057630876,-0.044566431,0.309758952,0.295123715,0.2882976,0.115086567,-0.026758049,-0.01307426,-0.19833441,-0.135181435,0.103781581,0.010142014,-0.422758469,-0.048574938,0.128537193,-0.311937577,0.452792056,1,0.824548933,0.558733407,0.379571769,-0.14629967,0.151790525,0.299906302,0.063028502,-0.115639877,-0.263764202,-0.139173979,-0.137604369,0.057927068,0.113993187,0.170844119,0.024897999,0.05021325,0.123725354,0.125990503,0.144333459,-0.025337936,-0.027520127,-0.429067756,-0.295118312,-0.067074364,-0.033513358,-0.095785875,-0.251698842,-0.218448256,-0.147976766,-0.024367429,-0.245228654,-0.082554461,-0.443264827,0.587982748,0.559988591,0.363279238,0.179565893,0.634354828,0.46064199,-0.315223028,-0.064606821,-0.236976525,-0.275506199,-0.265740402,-0.328895438,-0.307046333,0.390710938,0.438984732,0.362358822,0.519982679,0.373120905,-0.258935707,0.303281878,0.309704491,0.242762669,-0.33125202,-0.261009266,-0.295574024,0.203893819,-0.072221396,-0.038962116,0.059659425,-0.267285893,-0.35385418,-0.708786671,0.709662313,0.694224751,0.118695363,0.222270355,0.15282929,-0.085851786,0.717582191,0.723628021,-0.106335286,0.180365471,0.207618791,0.290453379,0.226132502,0.101825086,-0.629605014,-0.166487852,0.414988207,0.65903636,-0.258742045,-0.279796305,0.06483326,0.286333405,0.25549939,0.066204008,-0.311937577,-0.205740648,0.286223757,0.292555953
Yards/Completion,0.415757168,-0.427102196,0.307727197,0.429094319,-0.389551735,0.155725012,0.409769733,0.509915243,0.45587629,0.396919834,-0.258497783,0.034461156,-0.161809625,-0.202915596,-0.200766489,-0.204749312,-0.262465013,-0.318508304,0.592129827,-0.122785086,-0.092387599,0.319194485,-0.115285241,-0.18788963,0.012245649,-0.021431459,-0.137045691,-0.29660663,0.176552887,-0.028702715,0.304607009,-0.015164767,0.25079146,0.321067014,-0.012830311,-0.00930656,0.226576737,0.094870385,0.21284868,0.082208483,-0.031115974,0.058664729,-0.236162159,-0.18995718,0.019399066,-0.055918541,-0.00550895,-0.432414897,-0.343809139,-0.31268318,0.005027971,0.824548933,1,0.177084863,-0.061308736,-0.165770503,0.016442181,0.106359968,-0.018181343,-0.078695726,-0.154990039,-0.061703867,-0.140866312,-0.102625732,-0.048326468,-0.036214097,-0.137467475,0.112349982,0.07346444,0.047225042,0.062261348,-0.095994251,-0.089137446,-0.235083697,-0.19137192,-0.082174721,-0.084494418,-0.115110424,-0.149894376,-0.165494167,-0.065868438,-0.026574206,-0.168551177,-0.095843284,-0.323824346,0.3203045,0.554239282,0.010511239,0.008828969,0.368098605,0.32395761,-0.236226824,-0.060686987,-0.197933459,-0.221021882,-0.219591453,-0.255077754,-0.436709489,0.567455114,0.562218916,0.382456185,0.527207722,0.545071764,-0.137469099,0.154052358,0.144129466,0.115027604,-0.257793244,-0.204749312,-0.223084963,0.017044216,0.0045225,-0.06931666,-0.008074375,-0.218699549,-0.271366877,-0.458231245,0.457258029,0.434824792,0.070581135,0.210482319,-0.000301961,-0.057760564,0.44580469,0.455647247,-0.034505075,0.049664292,0.19193926,0.145079797,0.109966022,0.031735988,-0.42264156,-0.178236799,0.243810658,0.443035726,-0.249699167,-0.182010083,0.099973544,0.093348302,0.131209918,0.162579678,-0.31268318,-0.144035171,0.170304961,0.176578896
Pass Touchdowns,0.568529976,-0.561720842,0.494625029,0.55536929,-0.707643916,0.572501826,0.777975321,0.739751466,0.776173997,0.758636782,-0.094156432,0.499412913,0.091600085,-0.231179158,-0.118936362,-0.129134096,-0.113194971,-0.692454592,0.084543402,0.796185215,0.296934893,0.751774701,0.240278001,0.013196149,0.250156327,0.340086831,0.251071294,-0.304088812,-0.004296309,-0.165073552,0.27366321,-0.07225071,0.181711032,0.282098494,-0.08507013,-0.05948266,0.212870347,0.423806118,0.192535328,0.107841037,-0.023041478,-0.172178538,0.050842667,0.095404713,0.074086675,0.144849777,-0.75471164,0.592109761,0.691222889,-0.06603103,0.84765967,0.558733407,0.177084863,1,0.792937741,-0.000637881,0.294652849,0.465938547,0.190305555,-0.080217126,-0.287645909,-0.173644637,-0.018279157,0.25058408,0.30490665,0.376347309,0.242028545,-0.075424317,0.186164348,0.208961266,0.1353841,0.103697459,0.091505281,-0.311828831,-0.154728457,-0.014712831,0.101747784,-0.069317095,-0.146566029,-0.10167778,-0.193691765,0.038600545,-0.148674235,-0.074956788,-0.363087713,0.6455874,0.157171992,0.892442019,0.153073384,0.662191451,0.365580913,-0.143725038,0.208253365,-0.034725045,-0.160574059,-0.106817811,-0.143624315,-0.014796567,-0.095269439,0.047020487,0.206163017,0.163773141,-0.051162936,-0.32554046,0.376283669,0.374014702,0.322266292,-0.175473858,-0.129134096,-0.174427202,0.427584371,-0.048846813,0.077802358,0.070569104,-0.11192549,-0.20990041,-0.715882123,0.764120639,0.758196073,0.114365299,0.178492421,0.144953238,0.012182613,0.771667751,0.769612073,-0.302182013,0.418013424,0.156334751,0.382341311,0.409111266,0.309717754,-0.521066114,-0.003275616,0.410607555,0.527174526,0.09901116,-0.293928513,0.087792376,0.393552619,0.350371556,-0.18886775,-0.06603103,-0.174698901,0.327231158,0.32515698
